"";"cab3";"q4";"q120_11";"q120_12";"q120_13";"q120_14";"q120_15";"q120_16";"q120_17";"q120_18";"q120_19";"q120_21";"q120_22";"q120_23";"q120_24";"q120_25";"q120_26";"q120_27";"q120_28";"q120_29";"q120_31";"q120_32";"q120_33";"q120_34";"q120_35";"q120_36";"q120_37";"q120_38";"q120_39";"q120_41";"q120_42";"q120_43";"q120_44";"q120_45";"q120_46";"q120_47";"q120_48";"q120_49";"q120_51";"q120_52";"q120_53";"q120_54";"q120_55";"q120_56";"q120_57";"q120_58";"q120_59";"q120_61";"q120_62";"q120_63";"q120_64";"q120_65";"q120_66";"q120_67";"q120_68";"q120_69";"chance_nova_ocorrencia";"q119_1";"q119_2";"q119_3";"q119_4";"sexo";"renda";"renda_casa";"area_risco";"maior_intrucao";"n_enchentes";"maior_instrucao";"viz"
"858";373;"Sao Paulo";5;1;5;3;3;1;1;3;4;4;5;5;1;1;1;3;4;4;4;5;2;3;2;1;1;4;1;5;5;5;3;2;2;2;5;1;1;1;1;3;5;5;5;5;1;5;5;1;5;1;1;5;3;4;1;5;5;2;5;2;4;4;0;4;3;"media";65
"859";378;"Sao Paulo";1;1;1;3;3;5;5;5;1;5;1;5;3;3;4;5;5;5;5;5;1;4;4;4;5;5;1;5;5;5;2;3;3;4;4;5;1;1;4;3;3;3;4;5;1;5;1;5;5;5;5;5;5;5;1;5;1;1;2;2;7;7;0;5;0;"alta";65
"860";716;"Sao Paulo";3;2;5;2;4;3;1;2;2;3;4;1;1;3;2;1;2;3;4;3;4;1;1;2;2;2;2;3;5;3;3;2;2;1;1;1;2;2;3;3;4;2;2;4;1;4;4;5;4;1;2;1;2;4;2;3;5;2;3;1;5;5;1;4;1;"media";65
"861";717;"Sao Paulo";2;2;5;3;4;2;1;2;2;4;5;2;1;2;3;1;2;4;4;3;3;1;1;1;2;3;1;4;5;3;4;2;1;1;2;1;2;1;3;4;3;5;3;3;1;5;4;5;5;1;1;2;3;3;1;5;4;2;4;1;1;1;0;4;0;"media";65
"862";718;"Sao Paulo";2;1;5;3;4;2;1;3;2;3;5;1;1;2;3;1;2;4;4;3;3;1;1;2;2;1;1;3;5;2;4;2;1;1;2;1;2;3;3;3;3;5;3;4;1;4;4;5;5;2;1;2;3;3;1;5;4;5;4;2;7;7;0;5;0;"alta";65
"863";719;"Sao Paulo";3;2;5;3;3;3;2;2;1;4;5;1;1;2;3;1;2;4;4;2;3;1;1;2;3;3;1;4;5;2;4;2;1;1;2;1;2;2;3;4;3;4;3;3;1;5;4;5;5;1;1;2;3;3;1;5;5;1;3;2;4;4;0;3;0;"media";65
"864";720;"Sao Paulo";2;1;5;3;4;2;1;2;2;3;5;1;1;2;3;1;1;4;4;3;3;1;1;1;2;3;1;3;5;2;4;2;1;1;1;1;2;3;3;4;3;2;3;3;1;4;4;5;5;1;1;2;2;3;1;2;2;1;3;1;6;6;0;2;0;"baixa";65
"865";721;"Sao Paulo";3;2;5;3;4;2;1;2;1;4;5;1;1;2;3;1;2;4;4;2;3;1;1;1;2;2;1;4;5;2;4;2;1;1;1;1;2;2;3;5;3;2;3;3;1;5;5;5;4;1;1;2;3;3;1;5;1;1;1;1;5;5;1;4;0;"media";65
"866";722;"Sao Paulo";3;2;4;3;4;3;2;1;2;4;4;4;2;1;1;2;1;1;3;2;3;1;1;2;1;2;1;5;4;1;1;2;1;1;2;1;2;3;3;2;3;5;4;3;1;5;4;5;5;2;2;1;1;3;1;5;1;1;1;1;5;5;0;5;0;"alta";65
"867";723;"Sao Paulo";3;1;5;3;3;2;1;2;1;4;5;1;1;2;2;1;1;4;4;3;2;1;1;1;2;2;1;4;5;2;1;2;1;1;1;1;2;2;3;3;3;5;3;4;1;5;5;5;5;1;1;2;2;3;1;2;1;1;2;1;5;5;1;4;0;"media";65
"868";724;"Sao Paulo";3;2;4;3;4;3;1;3;2;4;5;1;1;2;2;1;1;4;4;2;3;1;1;2;3;2;1;4;5;2;1;2;1;1;1;1;2;2;3;4;3;4;3;3;1;5;5;5;5;1;1;2;2;3;5;2;2;1;3;2;5;5;1;2;4;"baixa";65
"869";904;"Sao Paulo";2;1;5;3;4;2;1;2;1;4;5;1;1;2;2;1;1;4;4;3;2;1;1;1;2;3;1;4;5;2;4;2;1;1;1;1;2;3;3;4;3;5;3;3;5;5;4;5;5;1;1;2;2;3;5;4;3;1;2;2;4;4;1;4;1;"media";65
"870";909;"Sao Paulo";1;2;1;4;5;2;2;3;4;4;5;2;2;3;4;2;3;5;4;1;2;1;1;2;2;1;1;3;4;1;1;1;2;1;1;1;3;3;4;5;4;5;4;4;2;5;5;5;5;2;2;3;4;5;2;1;3;2;3;2;5;5;1;4;9;"media";65
"871";1031;"Sao Paulo";3;1;5;2;4;1;2;2;1;3;5;1;1;3;1;2;1;5;3;5;1;1;3;1;2;1;5;4;2;3;1;2;1;3;1;2;2;2;4;2;4;4;4;3;1;3;5;5;4;2;1;3;1;4;2;5;5;1;3;2;3;3;1;3;6;"media";65
"872";1032;"Sao Paulo";2;2;4;4;3;2;2;3;2;3;4;1;2;2;2;1;1;4;3;4;1;1;2;1;1;1;1;2;4;2;3;2;3;3;2;2;3;3;3;3;5;4;3;4;1;4;4;4;1;1;1;1;1;2;2;5;5;1;1;2;1;1;1;3;1;"media";65
"873";1033;"Sao Paulo";3;2;5;3;4;1;2;3;1;4;5;3;1;1;2;3;2;2;4;3;2;1;2;1;1;2;4;4;5;3;4;1;2;1;3;1;3;2;4;3;3;5;3;2;1;3;3;4;5;1;2;1;3;3;1;5;1;1;2;1;6;6;0;5;0;"alta";65
"874";2022;"Sao Paulo";3;2;4;3;4;2;1;2;2;3;5;1;1;2;3;1;1;5;4;3;3;1;1;1;3;3;1;3;5;2;4;2;1;1;1;1;2;1;3;4;3;2;3;3;1;4;4;5;5;1;1;2;2;4;1;5;5;4;5;2;1;1;1;4;5;"media";65
"875";2023;"Sao Paulo";2;3;5;2;3;3;2;2;2;4;4;1;1;3;3;1;1;5;4;3;2;1;2;3;3;2;2;4;5;2;1;3;2;1;1;1;2;1;3;5;2;4;4;2;1;5;3;5;5;1;1;3;2;4;5;4;1;1;2;2;5;5;1;4;9999;"media";65
"876";2024;"Sao Paulo";3;2;3;3;4;2;1;2;2;4;5;1;2;1;3;1;4;1;4;3;1;1;1;1;3;1;3;4;5;4;2;1;1;1;1;1;2;1;4;4;3;5;3;1;3;5;4;5;3;2;1;2;3;2;1;5;2;1;1;1;6;6;1;5;0;"alta";65
"877";2025;"Sao Paulo";2;3;5;4;5;3;2;3;3;4;5;2;1;2;2;1;1;3;4;2;2;1;1;1;2;3;1;4;5;4;5;3;2;2;3;2;3;1;2;3;2;4;2;2;1;2;5;5;5;2;2;3;4;4;1;3;1;1;1;2;4;4;1;4;0;"media";65
"878";2026;"Sao Paulo";3;1;4;3;4;3;2;3;2;3;5;1;3;1;1;1;1;3;4;3;2;2;1;1;2;2;1;3;4;3;2;3;2;2;2;2;4;3;2;4;2;4;2;3;1;2;5;4;1;1;1;2;2;3;1;5;2;1;1;1;8;8;1;5;4;"alta";65
"879";2027;"Sao Paulo";1;5;3;4;2;1;2;2;2;4;5;2;1;2;3;1;1;4;4;3;3;1;1;1;2;3;1;4;5;3;4;2;1;1;1;1;2;3;3;4;3;2;3;3;1;5;4;5;5;1;1;2;2;3;3;3;4;4;2;1;1;1;1;4;3;"media";65
"880";2028;"Sao Paulo";2;2;5;3;4;2;1;2;1;3;5;1;1;2;3;1;1;4;4;2;2;1;1;1;2;3;1;3;5;2;1;2;1;1;1;1;2;2;3;4;3;5;3;3;1;4;4;5;4;1;1;2;2;3;1;5;5;2;5;1;8;8;0;4;4;"media";65
"881";2029;"Sao Paulo";2;1;5;3;4;2;1;3;1;4;5;1;1;2;3;1;2;4;4;3;2;1;1;1;2;2;1;4;5;2;1;4;1;1;2;1;2;2;3;3;4;2;3;3;1;5;5;5;5;5;1;2;3;3;1;5;2;1;1;1;5;5;0;4;3;"media";65
"882";2030;"Sao Paulo";2;2;4;3;3;2;1;2;2;3;5;1;1;2;3;1;1;5;4;2;3;1;1;1;2;3;1;3;5;2;1;2;1;1;1;1;2;2;3;4;3;5;3;3;1;4;4;5;4;1;1;2;2;4;5;4;4;1;1;1;6;6;1;4;8;"media";65
"883";2031;"Sao Paulo";3;2;5;4;4;2;1;2;2;4;5;1;2;2;2;1;1;4;4;3;3;1;1;1;3;2;1;4;5;2;2;2;1;1;1;1;2;1;3;3;3;5;3;4;1;5;4;5;1;1;1;2;2;3;5;5;2;1;3;2;4;4;1;4;7;"media";65
"884";2316;"Sao Paulo";3;2;4;3;4;3;1;3;2;3;5;1;1;2;3;1;2;5;4;2;3;1;1;2;3;2;1;3;5;2;1;2;1;1;2;1;2;2;3;4;2;4;3;3;1;5;4;5;4;1;1;2;3;4;1;1;1;1;4;1;5;5;1;4;3;"media";65
"885";88;"Sao Pedro";2;3;3;3;3;2;3;2;3;2;1;3;1;4;4;4;5;1;1;1;1;1;1;1;1;1;1;5;5;3;1;1;2;1;1;1;1;1;1;4;5;5;5;3;1;3;3;3;3;4;4;4;2;1;5;5;5;3;4;2;3;3;1;3;6;"media";66
"886";89;"Sao Pedro";1;4;5;3;2;1;3;5;2;2;3;5;4;1;2;3;5;3;1;2;5;4;1;3;4;2;5;5;3;1;4;2;5;3;5;4;1;3;5;4;1;2;3;5;2;5;5;4;3;2;1;5;4;3;5;5;5;4;5;1;7;7;1;2;4;"baixa";66
"887";91;"Sao Pedro";5;5;5;3;3;5;1;5;5;5;5;5;1;1;5;1;3;5;5;5;1;1;1;1;1;1;1;5;5;5;5;5;1;5;1;3;1;1;1;1;1;1;1;1;1;5;5;5;1;1;1;1;1;1;5;5;5;5;1;1;4;4;1;2;4;"baixa";66
"888";93;"Sao Pedro";5;1;5;3;3;5;4;3;4;5;5;4;1;1;1;1;5;5;5;5;4;1;4;5;1;4;3;5;5;4;3;2;1;1;5;5;1;1;1;2;5;5;5;4;1;1;2;3;3;5;5;5;5;5;4;4;5;4;5;2;4;4;1;4;2;"media";66
"889";94;"Sao Pedro";1;1;3;3;1;1;1;1;5;4;5;5;1;2;3;1;1;5;3;5;5;1;2;1;1;1;1;1;4;5;1;2;1;3;5;4;1;1;1;4;5;5;4;5;4;5;3;5;5;5;4;5;5;5;5;4;5;2;5;2;4;4;1;5;3;"alta";66
"890";95;"Sao Pedro";5;3;3;3;2;3;1;1;3;4;5;5;1;3;3;1;3;4;5;3;3;1;2;2;4;3;5;5;5;5;1;3;3;1;1;5;5;5;5;3;5;5;5;3;5;5;5;4;4;4;5;5;5;1;5;4;5;4;3;2;5;5;1;5;5;"alta";66
"891";96;"Sao Pedro";5;2;2;5;1;1;1;1;3;5;5;5;2;3;1;2;5;5;4;1;5;1;1;1;1;1;3;3;3;5;1;2;2;1;5;5;2;2;1;4;5;5;4;5;1;4;4;5;5;5;5;5;5;2;1;5;1;4;5;2;1;1;0;5;1;"alta";66
"892";97;"Sao Pedro";4;1;4;5;5;1;5;4;2;5;5;1;3;1;1;1;1;1;1;4;5;1;3;1;1;1;1;1;1;4;5;1;3;3;5;5;5;5;2;5;5;5;3;4;1;1;5;5;5;5;5;5;5;1;5;4;5;1;2;1;4;4;1;4;2;"media";66
"893";98;"Sao Pedro";5;1;5;5;1;1;5;5;5;5;5;5;5;5;5;5;5;1;5;5;5;1;1;1;1;1;1;5;5;5;1;1;1;1;5;1;5;5;5;1;1;1;1;1;1;1;5;5;5;3;1;5;1;1;5;5;5;5;1;1;7;7;1;4;1;"media";66
"894";99;"Sao Pedro";5;5;5;5;1;5;5;5;4;5;5;5;1;1;1;1;1;4;5;5;5;1;1;1;1;1;4;5;5;5;1;1;1;1;5;5;4;4;1;1;1;1;1;5;1;5;5;5;5;1;5;5;1;5;2;5;1;1;1;1;7;7;1;2;0;"baixa";66
"895";101;"Sao Pedro";4;4;5;5;1;5;4;5;4;5;5;5;2;5;5;3;5;5;4;4;4;1;3;5;5;4;4;5;5;5;5;5;5;5;5;2;1;1;4;5;5;5;4;5;1;1;1;1;5;3;5;5;5;1;5;4;5;4;4;2;1;1;1;2;4;"baixa";66
"896";102;"Sao Pedro";5;4;1;5;1;5;5;4;5;5;5;5;4;5;5;5;5;5;4;5;1;1;1;1;1;5;4;5;5;5;1;1;1;1;5;4;4;1;1;5;5;5;5;5;1;1;1;1;5;5;5;5;5;1;5;4;1;4;4;2;4;4;1;4;0;"media";66
"897";103;"Sao Pedro";1;1;1;2;1;1;1;1;2;2;2;5;1;2;2;1;2;4;1;1;1;1;1;1;1;1;1;5;5;5;1;1;1;1;1;5;1;1;1;1;1;5;1;5;1;1;1;2;5;1;1;1;1;1;5;4;5;2;4;1;5;5;1;4;4;"media";66
"898";320;"Sao Pedro";1;5;4;4;5;5;1;1;2;5;5;5;1;2;2;1;1;5;1;5;4;4;1;5;1;5;5;5;5;5;3;3;1;1;5;1;1;1;1;4;5;5;5;5;1;3;5;5;5;1;5;5;5;5;3;5;4;5;2;2;8;8;1;5;1;"alta";66
"899";337;"Sao Pedro";5;5;3;4;2;4;3;5;1;5;1;1;1;3;4;5;5;3;4;4;3;1;3;3;3;2;5;5;5;4;3;5;5;4;5;1;1;1;1;1;4;4;3;3;1;2;2;3;4;3;3;4;4;2;4;4;1;3;1;2;4;4;1;4;3;"media";66
"900";338;"Sao Pedro";5;1;5;5;5;5;1;1;1;5;5;5;1;5;5;3;5;1;1;1;5;1;1;5;1;1;1;5;5;5;1;1;1;1;5;5;5;1;5;1;5;5;5;5;1;1;1;5;5;3;1;3;5;1;1;5;1;5;4;2;7;7;0;3;0;"media";66
"901";346;"Sao Pedro";1;1;1;4;3;3;2;1;1;5;5;5;1;1;1;1;5;5;1;1;1;1;2;2;2;1;1;5;5;5;1;4;2;2;3;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;5;5;2;2;1;1;1;1;4;6;"media";66
"902";360;"Sao Pedro";5;3;3;2;3;3;3;3;5;5;5;3;3;3;3;2;1;5;5;3;5;1;3;2;2;1;3;5;5;5;1;3;1;1;1;5;1;1;1;3;3;5;5;5;3;5;3;3;5;3;5;5;2;3;5;5;5;5;4;1;6;6;1;4;9999;"media";66
"903";443;"Sao Pedro";2;1;2;2;3;4;2;2;1;3;4;3;1;3;5;3;3;2;1;3;3;1;5;2;2;1;1;5;4;3;1;3;1;1;1;2;2;4;3;3;2;4;3;2;1;4;4;1;5;3;4;5;2;1;2;4;4;3;3;1;6;6;1;5;30;"alta";66
"904";444;"Sao Pedro";3;1;3;3;3;4;3;2;3;3;3;1;2;2;5;3;2;3;2;3;2;1;4;3;2;3;2;4;5;4;1;4;1;4;1;3;1;2;3;4;4;2;4;1;3;3;5;1;5;5;2;4;1;3;5;3;3;3;3;2;1;1;1;4;6;"media";66
"905";458;"Sao Pedro";4;2;3;4;4;2;2;1;2;3;4;3;3;4;2;3;2;3;1;2;3;1;2;2;1;1;2;3;4;3;2;1;1;1;1;4;1;1;1;5;5;4;5;5;2;4;4;2;5;5;3;4;3;4;4;4;2;1;3;2;6;6;1;5;0;"alta";66
"906";459;"Sao Pedro";3;2;3;4;3;3;3;3;3;3;4;4;2;4;3;3;3;2;3;3;2;2;3;3;3;2;1;4;3;3;2;4;3;2;2;3;2;3;2;3;5;5;4;5;3;3;4;3;5;5;5;5;5;2;2;4;4;3;3;2;1;1;1;4;3;"media";66
"907";602;"Sao Pedro";4;2;3;2;2;2;1;3;3;5;5;2;1;3;2;2;4;5;3;2;2;1;2;2;1;2;2;5;3;3;1;1;2;1;2;5;1;2;2;4;3;4;4;5;3;5;5;3;5;4;4;3;3;3;5;5;5;5;5;1;8;8;1;4;6;"media";66
"908";690;"Sao Pedro";5;1;5;3;3;2;3;1;5;5;5;3;1;3;3;3;3;5;5;5;5;1;5;3;3;1;3;5;5;5;1;1;2;2;5;5;1;1;3;3;1;5;5;5;2;5;1;1;5;4;5;5;1;1;5;5;5;5;4;2;1;1;1;2;2;"baixa";66
"909";700;"Sao Pedro";5;3;3;3;4;3;4;2;3;5;3;3;1;4;3;3;3;5;5;3;3;3;3;2;3;2;3;5;4;3;2;1;3;3;2;5;3;2;1;3;4;5;3;4;3;4;4;2;5;5;4;5;2;3;1;5;2;5;4;2;6;6;1;5;0;"alta";66
"910";791;"Sao Pedro";4;1;4;3;4;2;2;4;1;4;5;3;3;3;3;2;5;2;1;4;3;2;2;3;2;2;1;3;5;4;2;2;2;1;1;2;3;4;2;5;4;3;4;5;1;4;5;2;5;3;3;5;2;1;5;1;1;1;1;1;4;4;1;3;2;"media";66
"911";989;"Sao Pedro";3;2;3;3;3;3;3;3;3;5;5;5;2;2;3;2;2;5;1;1;2;1;3;3;3;5;1;5;3;5;1;2;3;4;2;5;2;1;1;3;4;5;5;5;2;2;4;2;5;2;5;5;3;2;5;4;2;3;1;2;4;4;1;2;3;"baixa";66
"912";991;"Sao Pedro";3;1;2;2;2;2;3;1;1;5;5;2;2;4;4;3;2;2;2;1;4;1;3;3;2;1;1;4;4;4;1;4;3;3;3;3;2;2;1;3;5;5;3;3;2;4;5;2;5;5;3;3;1;3;5;5;4;4;2;2;6;6;1;5;4;"alta";66
"913";80;"Sao Raimundo";5;1;5;4;1;1;1;2;5;5;5;5;1;3;3;3;5;5;5;5;5;5;5;5;5;5;5;5;3;5;3;5;5;5;5;4;4;4;5;5;5;5;5;5;5;1;1;1;5;5;1;3;1;2;1;5;5;5;1;2;2;2;0;4;0;"media";67
"914";192;"Sao Raimundo";1;5;5;4;1;5;4;5;5;5;5;5;1;1;1;1;1;5;5;5;5;1;1;5;4;2;5;5;5;1;1;3;5;1;5;5;1;1;1;1;5;5;5;5;5;1;1;1;1;5;5;1;3;5;3;5;5;5;5;2;1;1;0;3;0;"media";67
"915";206;"Sao Raimundo";4;3;5;3;1;5;1;1;5;5;5;5;1;3;1;1;1;5;5;5;5;3;1;3;1;1;5;5;5;5;4;5;5;1;5;5;2;3;5;5;5;5;1;5;5;1;5;5;3;5;5;1;1;5;1;5;5;5;5;2;5;5;0;4;0;"media";67
"916";255;"Sao Raimundo";5;1;5;5;1;5;5;5;1;5;1;5;5;5;5;5;5;5;5;1;5;5;5;5;5;5;5;5;1;5;5;5;5;5;5;5;5;1;5;5;5;5;5;5;5;1;1;1;5;5;5;5;5;1;1;5;5;5;5;1;4;4;0;3;0;"media";67
"917";257;"Sao Raimundo";1;1;1;3;3;1;1;1;1;5;5;5;1;1;1;1;1;5;1;4;1;3;5;5;4;5;1;1;1;1;1;5;1;1;5;1;1;1;1;5;5;5;4;5;1;5;5;5;1;1;1;1;5;1;1;5;5;3;5;1;5;5;0;3;0;"media";67
"918";258;"Sao Raimundo";5;5;5;4;5;3;3;3;5;5;5;5;5;5;5;1;1;5;5;5;5;3;5;3;3;1;5;5;5;4;3;1;1;1;1;5;3;5;1;5;5;5;5;5;5;1;5;5;5;1;1;5;1;5;1;5;5;5;5;2;4;4;0;4;0;"media";67
"919";260;"Sao Raimundo";5;5;5;5;5;5;5;5;1;5;5;5;1;1;1;1;1;5;5;1;5;1;1;5;4;5;4;5;1;5;1;1;5;4;5;5;5;5;5;1;5;5;5;5;5;5;5;5;5;1;5;5;5;5;1;5;5;5;5;2;5;5;0;4;0;"media";67
"920";261;"Sao Raimundo";5;5;5;5;1;1;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1;1;1;5;5;5;5;5;1;5;3;1;5;1;5;5;5;1;1;5;5;1;4;1;4;4;0;4;0;"media";67
"921";262;"Sao Raimundo";1;1;3;5;5;5;4;5;1;5;5;5;1;3;5;1;2;5;5;5;5;1;2;2;1;5;5;5;5;5;1;2;1;1;5;5;1;1;1;4;1;5;5;1;1;4;3;3;1;3;5;1;1;1;1;5;5;5;5;2;3;3;0;3;0;"media";67
"922";365;"Sao Raimundo";3;5;5;2;5;5;4;5;5;1;5;5;1;1;5;1;5;1;5;5;5;1;5;5;1;5;1;5;5;5;1;5;5;1;5;1;5;4;5;1;5;5;5;5;1;1;1;1;5;1;1;1;5;1;1;5;5;5;5;2;1;1;0;4;0;"media";67
"923";371;"Sao Raimundo";1;1;1;3;3;5;5;1;5;5;5;5;1;5;1;1;1;5;5;5;3;3;3;3;3;3;5;1;1;1;1;5;1;1;1;5;3;3;3;5;5;5;5;5;1;1;1;2;5;5;5;5;5;1;2;5;5;1;5;1;4;4;0;4;0;"media";67
"924";475;"Sao Raimundo";1;3;3;5;3;5;5;5;5;5;5;5;3;3;3;5;5;5;5;1;4;3;1;5;5;5;5;5;3;5;5;5;5;5;5;5;4;3;2;5;1;5;5;5;1;5;5;3;3;3;2;4;5;3;1;5;5;5;5;2;4;4;0;5;0;"alta";67
"925";476;"Sao Raimundo";3;3;1;3;3;3;1;5;1;4;5;5;4;5;5;5;5;5;4;4;1;4;4;4;4;4;4;5;5;4;4;3;3;3;3;4;5;4;3;4;4;3;4;4;3;5;5;5;5;4;3;3;4;5;1;1;5;1;1;2;4;4;0;4;2;"media";67
"926";478;"Sao Raimundo";5;4;5;2;1;1;2;1;5;5;5;5;1;4;1;1;1;5;5;5;5;1;5;1;1;3;5;5;5;5;1;1;1;1;5;4;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;1;1;5;4;5;5;5;5;1;5;5;0;5;0;"alta";67
"927";480;"Sao Raimundo";3;3;1;5;5;5;5;1;5;5;5;5;5;1;1;1;1;5;4;4;5;1;1;1;1;1;3;5;5;5;1;3;3;1;5;3;4;5;1;5;5;5;5;5;3;5;5;5;5;3;1;3;1;2;2;5;5;1;5;1;1;1;0;4;0;"media";67
"928";492;"Sao Raimundo";1;2;1;1;1;1;1;1;1;5;5;5;1;1;1;1;1;5;5;5;5;1;1;1;1;1;5;5;5;5;1;1;1;1;5;5;1;1;1;3;5;5;5;5;3;3;5;5;3;1;1;1;1;3;1;5;5;5;5;2;6;6;0;4;0;"media";67
"929";495;"Sao Raimundo";5;1;1;1;1;1;1;1;5;5;3;5;1;1;1;1;1;5;5;5;5;1;1;1;1;1;5;5;5;5;1;1;1;1;5;5;3;1;1;3;4;5;5;5;5;5;5;5;3;5;5;5;5;1;1;5;1;1;1;1;5;5;0;5;10;"alta";67
"930";496;"Sao Raimundo";3;3;3;5;5;5;4;5;5;5;5;5;1;1;1;1;5;5;5;5;5;5;5;5;4;5;5;5;5;5;1;1;5;5;5;5;1;1;1;5;5;5;5;5;5;1;1;1;5;1;5;5;5;5;1;5;5;5;5;1;5;5;0;2;1;"baixa";67
"931";497;"Sao Raimundo";5;5;1;5;3;5;4;5;1;5;5;5;1;1;1;1;1;5;4;5;5;4;5;5;4;5;5;5;5;5;1;4;5;1;5;5;1;1;1;1;5;5;4;5;1;5;5;5;5;1;5;4;1;4;4;5;1;2;5;2;1;1;0;2;0;"baixa";67
"932";498;"Sao Raimundo";5;5;5;4;5;5;5;5;5;5;5;5;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1;5;5;5;5;5;5;5;5;5;1;5;5;5;5;1;5;5;5;5;1;1;1;0;3;0;"media";67
"933";499;"Sao Raimundo";5;1;1;5;1;1;1;5;5;5;5;1;5;1;1;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1;1;1;1;5;4;5;1;5;1;5;1;5;5;5;5;5;1;5;1;1;1;5;5;5;5;5;5;5;2;4;4;0;2;0;"baixa";67
"934";2206;"Sao Tarcisio";5;5;5;3;5;5;4;5;5;5;5;5;3;5;5;4;4;5;5;4;2;2;5;5;4;3;5;5;3;2;4;5;5;4;4;5;5;3;5;4;5;5;4;4;5;5;2;5;2;5;5;4;3;5;3;4;3;4;2;2;5;5;1;4;0;"media";68
"935";847;"Sion";1;1;1;3;3;3;3;3;1;3;3;1;1;1;1;1;1;5;5;5;1;1;1;1;1;1;5;5;5;1;1;1;1;1;5;5;1;1;1;5;5;5;5;1;1;3;3;5;5;3;3;5;1;3;1;5;5;5;5;2;5;5;0;4;1;"media";69
"936";196;"Sir";1;1;1;1;3;3;1;1;1;5;5;5;1;1;1;1;1;5;1;1;1;1;1;1;1;1;1;5;5;5;1;1;1;1;5;5;1;1;1;5;5;5;5;5;1;3;3;1;5;3;5;5;1;1;1;1;1;1;1;1;4;4;1;4;1;"media";70
"937";834;"Sir";2;1;4;3;5;5;2;3;5;5;4;5;2;4;5;3;5;1;5;5;5;1;5;5;1;5;1;1;1;1;1;5;1;5;3;3;5;3;1;5;3;3;3;5;1;4;3;2;5;3;3;5;5;1;2;4;4;5;5;2;4;4;1;3;0;"media";70
"938";835;"Sir";5;1;1;1;3;3;3;3;3;1;3;3;1;1;1;1;1;1;5;3;3;1;1;1;1;1;5;3;3;1;1;1;1;1;5;5;1;1;1;5;5;5;5;1;1;3;3;5;5;3;3;5;1;3;1;5;5;5;5;1;6;6;0;4;0;"media";70
"939";836;"Sir";1;1;1;3;3;3;3;3;1;3;3;1;1;1;1;1;1;5;5;5;1;1;1;1;1;1;4;5;5;1;1;1;1;1;5;5;1;1;1;5;5;5;5;1;1;3;3;5;5;3;3;5;1;3;1;5;5;5;5;2;1;1;0;4;0;"media";70
"940";837;"Sir";1;1;1;3;3;1;1;1;3;3;3;1;1;1;1;1;1;3;3;3;1;1;1;1;3;2;3;5;2;1;1;1;1;1;5;5;1;1;1;5;5;5;5;5;1;2;3;3;5;3;3;3;1;3;5;5;5;5;1;1;6;6;1;5;0;"alta";70
"941";838;"Sir";1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;1;5;2;2;2;1;1;1;1;1;1;5;3;3;1;1;1;1;1;5;5;1;1;1;5;5;5;5;1;1;3;3;5;5;3;3;5;1;4;1;5;5;5;5;1;5;5;0;2;0;"baixa";70
"942";839;"Sir";3;3;5;5;5;5;5;5;3;5;5;5;1;5;5;3;3;3;1;1;3;3;5;5;3;3;1;3;5;5;5;3;1;3;5;3;1;1;1;5;5;5;5;1;1;3;5;5;3;5;3;3;1;3;1;2;4;4;4;2;1;1;0;4;0;"media";70
"943";840;"Sir";1;1;1;1;1;3;1;1;1;3;3;3;3;3;3;3;3;3;3;3;1;1;3;1;4;1;3;3;3;1;1;3;1;4;5;2;1;1;1;5;5;5;4;5;1;3;3;5;5;3;3;4;1;4;1;5;5;5;5;2;1;1;0;1;0;"baixa";70
"944";844;"Sir";1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;5;3;3;1;1;1;1;1;1;3;5;5;1;1;1;1;1;5;3;1;1;1;5;5;5;5;5;1;3;3;3;5;5;5;5;1;3;1;5;5;5;5;2;5;5;0;4;0;"media";70
"945";845;"Sir";2;1;3;3;4;5;1;3;5;5;5;5;5;5;5;3;3;1;5;5;4;2;5;5;5;3;1;1;1;1;1;5;3;3;5;1;5;1;1;5;4;3;3;5;1;5;5;1;5;4;5;3;5;1;4;3;4;2;4;2;1;1;1;4;1;"media";70
"946";846;"Sir";1;3;1;3;5;5;1;1;5;5;5;4;2;4;4;3;5;1;4;5;5;1;5;4;3;5;1;5;3;1;5;4;5;5;5;1;5;5;1;5;3;5;3;5;1;5;5;1;5;3;5;3;5;1;1;4;4;5;4;2;5;5;0;4;0;"media";70
"947";856;"Sir";1;1;1;3;3;3;3;3;1;3;3;1;1;1;1;1;1;5;5;5;1;1;1;1;1;5;5;5;5;1;1;1;1;1;5;5;1;1;1;5;5;5;5;1;1;3;3;5;5;3;3;5;1;3;1;5;5;5;5;2;4;4;0;4;0;"media";70
